NGC,Name,Type,Constellation,Magnitude,RA,Dec,Size
I2208,,,Gem,,7.875,27.5,
2467,,C+N,Pup,7.0,7.876666666666667,-26.383333333333333,16.0
I 478,,Gx,Gem,15.0,7.895,26.483333333333334,
2456,,Gx,Lyn,14.0,7.901666666666666,55.483333333333334,
2470,,Gx,CMi,14.0,7.905,4.45,2.2
I 479,,Gx,Gem,15.0,7.906666666666666,27.0,
2457,,Gx,Lyn,15.0,7.911666666666667,55.53333333333333,
2478,,-,Pup,,7.911666666666667,-15.416666666666666,
2482,,OC,Pup,7.3,7.915,-24.3,12.0
2479,,OC,Pup,10.0,7.918333333333333,-17.716666666666665,7.0
I 480,,,Gem,,7.921666666666667,26.783333333333335,
2458,,Gx,Lyn,,7.923333333333334,56.71666666666667,
2483,,OC,Pup,7.6,7.931666666666667,-27.933333333333334,10.0
2502,,Gx,Car,,7.931666666666667,-52.3,2.1
I 469,,Gx,Cep,,7.933333333333334,85.16666666666667,2.3
2461,,Gx,Lyn,15.0,7.933333333333334,56.68333333333333,
2489,,OC,Pup,7.9,7.9366666666666665,-30.066666666666666,8.0
I2209,,Gx,Cam,13.8,7.9366666666666665,60.3,1.1
2462,,Gx,Lyn,14.0,7.945,56.65,
2476,,Gx,Lyn,13.0,7.945,39.93333333333333,
2485,,Gx,CMi,13.0,7.945,7.483333333333333,
I2220,Butterfly nebula,Nb,Car,,7.946666666666666,-59.11666666666667,
I2220,Toby Jug nebula,Nb,Car,,7.946666666666666,-59.11666666666667,
2460,,Gx,Cam,11.7,7.948333333333333,60.35,2.9
2463,,Gx,Lyn,15.0,7.951666666666666,56.666666666666664,
I2210,,Gx,Lyn,15.0,7.951666666666666,56.666666666666664,
2464,,Gx,Lyn,15.0,7.953333333333333,56.68333333333333,0.4
2480,,Gx,Gem,15.0,7.953333333333333,23.783333333333335,
2481,,Gx,Gem,13.0,7.955,23.766666666666666,
2465,,-,Lyn,,7.961666666666667,56.75,
I2211,,Gx,Gem,14.0,7.961666666666667,32.56666666666667,0.8
2474,,Gx,Lyn,14.0,7.965,52.85,0.6
2486,,Gx,Gem,14.0,7.965,25.15,
2468,,Gx,Lyn,15.0,7.966666666666667,56.36666666666667,1.3
2475,,Gx,Lyn,14.0,7.966666666666667,52.85,0.8
2469,,Gx,Lyn,13.0,7.968333333333334,56.68333333333333,1.1
2471,,*,Lyn,,7.971666666666667,56.75,
2487,,Gx,Gem,14.0,7.971666666666667,25.133333333333333,2.8
2516,,OC,Car,3.8,7.971666666666667,-60.86666666666667,30.0
2473,,-,Lyn,,7.973333333333334,56.68333333333333,
2491,,Gx,CMi,15.0,7.973333333333334,7.983333333333333,
2484,,Gx,Lyn,15.0,7.975,37.78333333333333,1.6
2472,,Gx,Lyn,15.0,7.976666666666667,56.7,
2496,,Gx,CMi,15.0,7.976666666666667,8.033333333333333,
2501,,Gx,Pup,14.0,7.976666666666667,-14.366666666666667,
2499,,Gx,CMi,15.0,7.98,7.5,
I 481,,Gx,Gem,15.0,7.983333333333333,24.15,1.1
I2212,,Gx,Gem,15.0,7.983333333333333,32.61666666666667,0.5
I2213,,Gx,Gem,15.0,7.983333333333333,27.466666666666665,0.7
2490,,Gx,Gem,15.0,7.986666666666666,27.083333333333332,
2494,,Gx,Mon,14.0,7.986666666666666,-0.6333333333333333,
I 487,,,Mon,,7.986666666666666,-0.6666666666666666,
2492,,Gx,Gem,14.0,7.99,27.033333333333335,
I2216,,,CMi,,7.991666666666667,5.6,
2498,,Gx,Gem,14.0,7.993333333333333,24.966666666666665,
I2215,,OC,Gem,,7.993333333333333,24.916666666666668,
2504,,Gx,CMi,14.0,7.996666666666666,5.616666666666667,
I 482,,Gx,Gem,15.0,7.996666666666666,25.35,0.6
I 483,,,Gem,,7.998333333333333,25.916666666666668,
I 484,,Gx,Gem,15.0,7.998333333333333,26.666666666666668,
I2214,,Gx,Lyn,14.0,7.998333333333333,33.3,0.8
2506,,OC,Mon,7.6,8.003333333333334,-10.783333333333333,7.0
I 485,,Gx,Gem,15.0,8.005,26.7,1.4
I 486,,Gx,Gem,15.0,8.005,26.616666666666667,1.0
2493,,Gx,Lyn,13.0,8.006666666666666,39.833333333333336,2.5
2495,,Gx,Lyn,,8.01,39.833333333333336,0.4
2503,,Gx,Cnc,15.0,8.01,22.4,
2509,,OC,Pup,9.0,8.011666666666667,-19.066666666666666,8.0
I 488,,,Cnc,,8.013333333333334,25.9,
I2217,,Gx,Cnc,14.0,8.013333333333334,27.5,0.6
2507,,Gx,Cnc,14.0,8.026666666666667,15.716666666666667,2.5
I 489,,,Cnc,,8.026666666666667,26.0,
I2218,,Gx,Cnc,16.0,8.026666666666667,24.433333333333334,
2488,,Gx,Lyn,14.0,8.03,56.56666666666667,
2500,,Gx,Lyn,11.6,8.031666666666666,50.733333333333334,2.9
2508,,Gx,CMi,14.0,8.033333333333333,8.566666666666666,
2510,,Gx,CMi,14.0,8.036666666666667,9.483333333333333,
2497,,Gx,Lyn,14.0,8.038333333333334,56.95,
2511,,Gx,CMi,15.0,8.038333333333334,9.4,
2513,,Gx,Cnc,13.0,8.041666666666666,9.416666666666666,
2520,,,Pup,,8.041666666666666,-28.183333333333334,
I2219,,Gx,Cnc,14.0,8.043333333333333,27.45,1.5
2514,,Gx,Cnc,14.0,8.046666666666667,15.816666666666666,1.4
2517,,Gx,Pup,12.3,8.046666666666667,-12.316666666666666,0.8
2512,,Gx,Cnc,14.0,8.051666666666666,23.4,1.7
I 490,,Gx,Cnc,16.0,8.055,25.8,
2515,,,Cnc,,8.056666666666667,20.183333333333334,
I 491,,Gx,Cnc,15.0,8.063333333333333,26.533333333333335,
2505,,Gx,Lyn,14.0,8.066666666666666,53.56666666666667,
I2221,,,Lyn,,8.085,37.45,
I2222,,,Lyn,,8.086666666666666,37.483333333333334,
2527,,OC,Pup,6.5,8.088333333333333,-28.166666666666668,22.0
2525,,Gx,Pup,11.6,8.093333333333334,-11.433333333333334,2.9
I 492,,Gx,Cnc,,8.095,26.166666666666668,1.3
I2223,,,Lyn,,8.096666666666666,37.46666666666667,
I2224,,,Lyn,,8.096666666666666,37.46666666666667,
2522,,Gx,Cnc,14.0,8.101666666666667,17.716666666666665,
I2226,,Gx,Cnc,,8.103333333333333,12.533333333333333,1.4
I 494,,Gx,CMi,14.0,8.106666666666667,1.0333333333333334,1.4
I2225,,,Lyn,,8.106666666666667,35.93333333333333,
2526,,Gx,Cnc,14.0,8.115,8.016666666666667,
2533,,OC,Pup,7.6,8.116666666666667,-29.9,4.0
I2228,,Gx,Cnc,15.0,8.118333333333334,8.033333333333333,0.4
2518,,Gx,Lyn,14.0,8.121666666666666,51.15,
I2227,,,Lyn,,8.121666666666666,36.03333333333333,
2528,,Gx,Lyn,13.0,8.123333333333333,39.21666666666667,
I 493,,,Cnc,,8.123333333333333,25.1,
2529,,Gx,Cnc,14.0,8.13,17.833333333333332,
2530,,,Cnc,,8.131666666666666,17.816666666666666,
2519,,,Lyn,,8.133333333333333,51.11666666666667,
2531,,,Cnc,,8.133333333333333,17.816666666666666,
2524,,Gx,Lyn,13.0,8.135,39.166666666666664,
I 495,,Gx,Cnc,15.0,8.138333333333334,9.0,
2521,,Gx,Lyn,14.0,8.146666666666667,57.766666666666666,1.5
I 498,,Gx,CMi,15.0,8.156666666666666,5.266666666666667,1.4
I 496,,Gx,Cnc,15.0,8.161666666666667,25.866666666666667,0.3
I2229,,,Cnc,,8.161666666666667,25.883333333333333,
I 497,,Gx,Cnc,15.0,8.168333333333333,24.883333333333333,0.5
2532,,Gx,Lyn,12.4,8.17,33.95,2.2
2539,,OC,Pup,6.5,8.178333333333333,-12.833333333333334,22.0
2547,,OC,Vel,4.7,8.178333333333333,-49.266666666666666,20.0
I2230,,Gx,Cnc,16.0,8.181666666666667,25.683333333333334,
I2231,,Gx,CMi,15.0,8.183333333333334,5.083333333333333,2.0
2535,,Gx,Cnc,12.6,8.186666666666667,25.2,3.0
2536,,Gx,Cnc,14.1,8.188333333333333,25.183333333333334,0.9
2542,,-,Pup,,8.188333333333333,-12.933333333333334,
2538,,Gx,CMi,14.0,8.19,3.6166666666666667,
2546,,OC,Pup,6.3,8.206666666666667,-37.63333333333333,41.0
I 500,,Gx,Pup,15.0,8.21,-16.05,0.7
2540,,Gx,Cnc,14.0,8.213333333333333,26.35,
2534,,Gx,Lyn,14.0,8.215,55.666666666666664,1.7
I2232,,,Lyn,,8.215,36.25,
2543,,Gx,Lyn,13.0,8.216666666666667,36.25,2.5
2537,Bear Paw galaxy,Gx,Lyn,11.7,8.22,46.0,1.7
I2235,,,Cnc,,8.226666666666667,24.083333333333332,
I2236,,,Cnc,,8.226666666666667,24.05,
2548,M  48,OC,Hya,5.8,8.23,-5.8,54.0
I2234,,,Lyn,,8.231666666666667,35.5,
I2233,,Gx,Lyn,13.0,8.233333333333333,45.733333333333334,4.7
I2237,,,Cnc,,8.235,24.683333333333334,
I2238,,,Cnc,,8.235,24.666666666666668,
I2239,,Gx,Cnc,15.0,8.235,23.866666666666667,1.0
2545,,Gx,Cnc,12.4,8.236666666666666,21.35,2.2
2541,,Gx,Lyn,11.8,8.245,49.06666666666667,6.6
I2240,,,Cnc,,8.246666666666666,24.466666666666665,
2523,,Gx,Cam,12.0,8.25,73.58333333333333,3.0
I2241,,,Cnc,,8.251666666666667,24.133333333333333,
I2242,,,Cnc,,8.253333333333334,24.133333333333333,
I2243,,,Cnc,,8.255,23.966666666666665,
I2244,,,Cnc,,8.256666666666666,24.55,
I2245,,,Cnc,,8.258333333333333,24.533333333333335,
I2246,,,Cnc,,8.266666666666667,23.85,
I2247,,,Cnc,,8.268333333333333,24.2,
I2248,,Gx,Cnc,15.0,8.268333333333333,23.133333333333333,0.4
I2250,,,Cnc,,8.275,23.633333333333333,
I2253,,Gx,Cnc,15.0,8.275,21.416666666666668,
I2249,,,Cnc,,8.276666666666667,24.5,
I2251,,,Cnc,,8.278333333333332,23.95,
I2252,,,Cnc,,8.278333333333332,24.7,
I2254,,Gx,Cnc,15.0,8.278333333333332,24.783333333333335,
I2255,,,Cnc,,8.278333333333332,23.45,
I2256,,Gx,Cnc,15.0,8.28,24.183333333333334,0.6
2559,,Gx,Pup,,8.285,-27.466666666666665,5.6
I2257,,,Cnc,,8.286666666666667,23.65,
I2258,,,Cnc,,8.288333333333334,23.583333333333332,
I2259,,,Cnc,,8.288333333333334,23.566666666666666,
I2262,,?,Cnc,,8.29,18.45,
I2260,,,Cnc,,8.291666666666666,24.666666666666668,
I2261,,,Cnc,,8.293333333333333,23.516666666666666,
2553,,Gx,Cnc,15.0,8.295,20.9,
I2263,,,Cnc,,8.295,23.583333333333332,
I2266,,?,Cnc,,8.295,18.416666666666668,
I2264,,,Cnc,,8.296666666666667,23.716666666666665,
I2265,,,Cnc,,8.296666666666667,24.2,
2554,,Gx,Cnc,14.0,8.298333333333334,23.466666666666665,3.4
2555,,Gx,Hya,13.0,8.3,0.7333333333333333,
2568,,OC,Pup,,8.3,-37.1,
I2267,,Gx,Cnc,15.0,8.3,24.733333333333334,2.3
I2270,,?,Cnc,,8.3,19.1,
I2268,,Gx,Cnc,15.0,8.301666666666666,24.8,
I2272,,?,Cnc,,8.301666666666666,18.733333333333334,
I2269,,Gx,Cnc,16.0,8.303333333333333,23.05,
I2273,,?,Cnc,,8.303333333333333,18.4,
I2274,,***,Cnc,,8.303333333333333,18.666666666666668,
I2275,,?,Cnc,,8.303333333333333,18.416666666666668,
I2271,,Gx,Cnc,15.0,8.306666666666667,24.516666666666666,
I2276,,?,Cnc,,8.308333333333334,18.483333333333334,
I2277,,?,Cnc,,8.308333333333334,18.65,
2564,,Gx,Pup,,8.31,-21.816666666666666,
2567,,OC,Pup,7.4,8.31,-30.633333333333333,10.0
I2278,,?,Cnc,,8.31,18.466666666666665,
I2279,,?,Cnc,,8.31,18.566666666666666,
2566,,Gx,Pup,15.0,8.311666666666667,-25.483333333333334,3.1
I2280,,?,Cnc,,8.311666666666667,18.45,
I 501,,Gx,Cnc,15.0,8.313333333333333,24.533333333333335,
I2311,,Gx,Pup,,8.313333333333333,-25.366666666666667,2.2
2571,,OC,Pup,7.0,8.315,-29.733333333333334,13.0
I2281,,?,Cnc,,8.315,18.916666666666668,
2549,,Gx,Lyn,11.1,8.316666666666666,57.8,4.2
I2284,,?,Cnc,,8.316666666666666,18.6,
I2285,,,Cnc,,8.318333333333333,18.916666666666668,
I2286,,,Cnc,,8.318333333333333,18.95,
I2287,,,Cnc,,8.318333333333333,19.4,
I2289,,?,Cnc,,8.318333333333333,18.533333333333335,
2556,,Gx,Cnc,15.0,8.32,20.916666666666668,
2557,,Gx,Cnc,15.0,8.32,21.45,1.4
2552,,Gx,Lyn,12.2,8.321666666666667,50.016666666666666,3.2
I2282,,,Cnc,,8.321666666666667,24.8,
I2283,,,Cnc,,8.321666666666667,24.783333333333335,
I2288,,Gx,Cnc,15.0,8.321666666666667,23.766666666666666,0.3
I2290,,?,Cnc,,8.321666666666667,19.316666666666666,
I2291,,?,Cnc,,8.321666666666667,18.5,
2558,,Gx,Cnc,14.0,8.323333333333334,20.5,
I2292,,,Cnc,,8.323333333333334,19.566666666666666,
I2294,,,Cnc,,8.323333333333334,18.983333333333334,
I2295,,,Cnc,,8.323333333333334,18.416666666666668,
I2296,,,Cnc,,8.325,18.9,
2561,,Gx,Hya,14.0,8.326666666666666,4.65,
I2293,,Gx,Cnc,15.0,8.326666666666666,21.383333333333333,0.8
2565,,Gx,Cnc,14.0,8.33,22.033333333333335,1.9
2560,,Gx,Cnc,15.0,8.331666666666667,20.983333333333334,1.7
I2297,,,Cnc,,8.335,18.383333333333333,
I2298,,,Cnc,,8.335,18.4,
I2299,,,Cnc,,8.336666666666666,19.333333333333332,
I2300,,,Cnc,,8.336666666666666,18.416666666666668,
I2301,,,Cnc,,8.336666666666666,18.433333333333334,
I2302,,,Cnc,,8.338333333333333,19.35,
I2303,,,Cnc,,8.338333333333333,19.416666666666668,
2562,,Gx,Cnc,12.9,8.34,21.133333333333333,1.4
2563,,Gx,Cnc,12.3,8.343333333333334,21.066666666666666,2.3
I2304,,,Cnc,,8.343333333333334,19.433333333333334,
I2305,,,Cnc,,8.345,19.45,
I2306,,,Cnc,,8.345,19.116666666666667,
I2307,,,Cnc,,8.345,19.433333333333334,
2574,,Gx,Hya,14.0,8.346666666666668,-8.95,
I2309,,Gx,Cnc,16.0,8.346666666666668,18.383333333333333,
I2310,,,Cnc,,8.346666666666668,18.466666666666665,
I2308,,Gx,Cnc,16.0,8.348333333333333,19.35,0.3
I2312,,,Cnc,,8.348333333333333,18.516666666666666,
I2313,,,Cnc,,8.348333333333333,18.516666666666666,
2579,,C+N,Pup,7.5,8.351666666666667,-36.18333333333333,10.0
I2314,,,Cnc,,8.351666666666667,18.766666666666666,
I2315,,,Cnc,,8.353333333333333,18.916666666666668,
I2316,,,Cnc,,8.355,19.766666666666666,
2572,,Gx,Cnc,15.0,8.356666666666667,19.133333333333333,
2578,,Gx,Pup,12.4,8.356666666666667,-13.316666666666666,2.4
I2317,,,Cnc,,8.356666666666667,18.85,
I2327,,Gx,Hya,14.0,8.356666666666667,3.1666666666666665,1.5
2569,,Gx,Cnc,15.0,8.358333333333333,20.866666666666667,
2570,,Gx,Cnc,15.0,8.358333333333333,20.916666666666668,
I2318,,,Cnc,,8.358333333333333,18.616666666666667,
2580,,OC,Pup,10.0,8.36,-30.316666666666666,8.0
I2319,,,Cnc,,8.36,18.483333333333334,
I2320,,,Cnc,,8.36,18.666666666666668,
2544,,Gx,Cam,12.0,8.361666666666666,73.98333333333333,1.1
I2321,,,Cnc,,8.361666666666666,18.466666666666665,
I2322,,,Cnc,,8.361666666666666,18.483333333333334,
I2323,,,Cnc,,8.361666666666666,18.616666666666667,
I 502,,Gx,Cnc,15.0,8.366666666666667,8.75,0.4
I2324,,,Cnc,,8.366666666666667,19.2,
I2325,,,Cnc,,8.368333333333334,18.916666666666668,
I 503,,Gx,Hya,14.0,8.37,3.25,1.1
I2326,,,Cnc,,8.37,19.016666666666666,
I2328,,,Cnc,,8.371666666666666,19.616666666666667,
I2329,,Gx,Cnc,15.0,8.373333333333333,19.4,2.2
I2330,,,Cnc,,8.373333333333333,18.85,
I 504,,Gx,Hya,14.0,8.376666666666667,4.25,1.1
I2331,,,Cnc,,8.376666666666667,19.683333333333334,
2577,,Gx,Cnc,13.0,8.378333333333334,22.55,2.1
I2332,,,Cnc,,8.378333333333334,19.916666666666668,
2575,,Gx,Cnc,14.0,8.38,24.283333333333335,2.5
2576,,Gx,Cnc,15.0,8.381666666666666,25.733333333333334,
I2333,,,Cnc,,8.383333333333333,19.083333333333332,
I2334,,,Cnc,,8.383333333333333,18.616666666666667,
I2335,,,Cnc,,8.385,19.416666666666668,
2583,,Gx,Hya,13.5,8.386666666666667,-5.016666666666667,0.7
2584,,Gx,Hya,14.0,8.386666666666667,-5.0,
2588,,OC,Pup,12.0,8.386666666666667,-32.983333333333334,2.0
I 505,,Gx,Hya,15.0,8.388333333333334,4.366666666666666,1.4
I2336,,,Cnc,,8.388333333333334,18.533333333333335,
I2337,,,Cnc,,8.388333333333334,18.533333333333335,
2585,,Gx,Hya,14.0,8.39,-4.933333333333334,
I 506,,Gx,Hya,15.0,8.39,4.3,0.4
2587,,OC,Pup,9.0,8.391666666666667,-29.5,9.0
I2342,,,Cnc,,8.391666666666667,18.583333333333332,
I2338,,Gx,Cnc,,8.393333333333333,21.333333333333332,0.6
I2339,,Gx,Cnc,,8.393333333333333,21.333333333333332,1.2
I2340,,Gx,Cnc,15.0,8.393333333333333,18.733333333333334,0.8
I2341,,Gx,Cnc,,8.395,21.433333333333334,1.6
I2343,,,Cnc,,8.398333333333333,19.016666666666666,
I2344,,,Cnc,,8.398333333333333,18.65,
I2345,,,Cnc,,8.401666666666667,19.95,
I2346,,,Cnc,,8.403333333333332,19.7,
I2347,,,Cnc,,8.403333333333332,18.766666666666666,
I2367,,Gx,Pup,,8.403333333333332,-18.766666666666666,2.3
I2349,,,Cnc,,8.405,19.0,
2586,,***,Hya,15.0,8.406666666666666,-4.933333333333334,
I2348,,Gx,Cnc,16.0,8.406666666666666,20.533333333333335,0.6
2581,,Gx,Cnc,14.0,8.408333333333333,18.583333333333332,
2589,,-,Hya,,8.408333333333333,-8.766666666666667,
I2350,,,Cnc,,8.408333333333333,19.55,
2550,,Gx,Cam,13.0,8.41,74.01666666666667,1.2
I2351,,Gx,Cnc,14.0,8.41,18.6,1.1
I2353,,,Cnc,,8.41,18.65,
I2352,,,Cnc,,8.411666666666667,19.6,
I2354,,,Cnc,,8.411666666666667,18.666666666666668,
2551,,Gx,Cam,12.0,8.413333333333334,73.41666666666667,1.9
I2355,,,Cnc,,8.415,20.466666666666665,
I2356,,,Cnc,,8.416666666666666,19.5,
2590,,Gx,Hya,14.0,8.418333333333333,-0.6,
I2357,,,Cnc,,8.418333333333333,19.516666666666666,
I2358,,,Cnc,,8.418333333333333,19.5,
I2360,,,Cnc,,8.42,19.45,
2582,,Gx,Cnc,14.0,8.421666666666667,20.333333333333332,1.3
I2359,,Gx,Cnc,14.0,8.421666666666667,20.333333333333332,1.1
2601,,Gx,Vol,,8.425,-68.11666666666666,2.0
I 507,,?,Hya,,8.426666666666666,-0.45,
I2361,,Gx,Cnc,15.0,8.428333333333333,27.883333333333333,1.7
I2362,,,Cnc,,8.428333333333333,19.95,
I2363,,Gx,Cnc,,8.43,19.45,
I2364,,,Cnc,,8.431666666666667,19.766666666666666,
I2368,,,Cnc,,8.433333333333334,19.883333333333333,
I2365,,,Cnc,,8.438333333333333,27.866666666666667,
I2366,,Gx,Cnc,15.0,8.438333333333333,27.833333333333332,1.4
I2369,,,Cnc,,8.438333333333333,20.233333333333334,
I2375,,,Pup,,8.438333333333333,-13.3,
I2370,,,Cnc,,8.44,19.633333333333333,
I2377,,,Pup,,8.44,-13.3,
I2379,,,Pup,,8.44,-13.3,
I2371,,,Cnc,,8.443333333333333,19.8,
I2372,,,Cnc,,8.445,19.883333333333333,
2593,,Gx,Cnc,15.0,8.446666666666667,17.366666666666667,
I2373,,Gx,Cnc,15.0,8.448333333333334,20.366666666666667,1.4
2592,,Gx,Cnc,13.0,8.451666666666666,25.966666666666665,
2594,,Gx,Cnc,15.0,8.455,25.866666666666667,
2596,,Gx,Cnc,14.0,8.456666666666667,17.283333333333335,
2595,,Gx,Cnc,14.0,8.461666666666666,21.483333333333334,3.1
I2374,,,Cnc,,8.471666666666668,30.433333333333334,
I 508,,Gx,Cnc,15.0,8.473333333333333,25.116666666666667,
I2376,,,Cnc,,8.473333333333333,30.4,
I2381,,,Cnc,,8.473333333333333,19.783333333333335,
I2378,,Gx,Cnc,,8.475,30.433333333333334,0.9
I2380,,Gx,Cnc,15.0,8.476666666666667,30.416666666666668,0.4
I2382,,Gx,Cnc,15.0,8.478333333333333,22.066666666666666,0.4
2609,,OC,Car,,8.491666666666667,-61.1,
I2383,,Gx,Cnc,16.0,8.493333333333334,30.683333333333334,
2597,,Gx,Cnc,15.0,8.5,21.5,1.4
2598,,Gx,Cnc,13.7,8.5,21.483333333333334,1.3
I 509,,Gx,Cnc,,8.533333333333333,24.0,1.9
I 510,,Gx,Hya,15.0,8.535,-2.1666666666666665,1.1
2599,,Gx,Cnc,13.0,8.536666666666667,22.566666666666666,2.4
I 513,,Gx,Hya,14.0,8.55,-12.35,0.6
2604,,Gx,Cnc,13.0,8.555,29.55,
2610,,Pl,Hya,14.0,8.556666666666667,-16.15,0.6
2613,,Gx,Pyx,10.4,8.556666666666667,-22.966666666666665,7.2
2612,,Gx,Hya,13.0,8.563333333333333,-13.15,3.2
2607,,Gx,Cnc,15.0,8.565,26.983333333333334,
I2384,,Gx,Cnc,16.0,8.575,32.43333333333333,0.4
2615,,Gx,Hya,13.0,8.576666666666666,-2.533333333333333,
2600,,Gx,UMa,15.0,8.58,52.733333333333334,
I2386,,,Cnc,,8.58,25.816666666666666,
I2385,,Gx,Lyn,15.0,8.585,37.28333333333333,0.6
2602,,Gx,UMa,15.0,8.586666666666666,52.833333333333336,
2608,,Gx,Cnc,12.1,8.588333333333333,28.466666666666665,2.5
2605,,-,UMa,,8.59,52.85,
I 514,,Gx,Hya,15.0,8.59,-2.05,
2603,,Gx,UMa,15.0,8.591666666666667,52.78333333333333,
2611,,Gx,Cnc,15.0,8.591666666666667,25.033333333333335,
I 515,,Gx,Hya,16.0,8.591666666666667,-1.9,1.2
2616,,Gx,Hya,12.6,8.593333333333334,-1.85,1.3
2626,,Nb,Vel,,8.593333333333334,-40.666666666666664,5.0
2606,,Gx,UMa,15.0,8.595,52.8,
2617,,Gx,Hya,15.0,8.595,-4.05,
I 516,,Gx,Hya,16.0,8.596666666666666,-1.8666666666666667,
2618,,Gx,Hya,14.0,8.603333333333333,0.7,
I 517,,Gx,Hya,15.0,8.605,-2.066666666666667,
I 518,,OC,Hya,,8.618333333333334,0.6833333333333333,
2627,,OC,Pyx,8.0,8.621666666666666,-29.95,11.0
2591,,Gx,Cam,13.0,8.623333333333333,78.03333333333333,3.2
2640,,Gx,Car,,8.623333333333333,-55.11666666666667,2.5
2620,,Gx,Cnc,15.0,8.625,24.95,
2619,,Gx,Cnc,13.0,8.626666666666667,28.716666666666665,
2621,,Gx,Cnc,15.0,8.628333333333334,25.0,
2624,,Gx,Cnc,14.0,8.635,19.733333333333334,
2622,,Gx,Cnc,15.0,8.638333333333334,24.916666666666668,
2623,,Gx,Cnc,13.8,8.64,25.75,0.6
2625,,Gx,Cnc,,8.64,19.7,0.4
2635,,OC,Pyx,11.2,8.641666666666667,-34.766666666666666,3.0
I2387,,Gx,Cnc,15.0,8.643333333333333,30.783333333333335,1.2
2645,,-,Vel,,8.648333333333333,-46.21666666666667,
I2388,,Gx,Cnc,16.0,8.666666666666666,19.633333333333333,
2632,Beehive cluster,OC,Cnc,3.1,8.668333333333333,19.983333333333334,95.0
2632,M  44,OC,Cnc,3.1,8.668333333333333,19.983333333333334,95.0
2632,Praesepe,OC,Cnc,3.1,8.668333333333333,19.983333333333334,95.0
I2391,,OC,Vel,2.5,8.67,-53.06666666666667,50.0
2628,,Gx,Cnc,14.0,8.675,23.55,
I 519,,Gx,Hya,15.0,8.676666666666666,2.6,
2642,,Gx,Hya,13.0,8.678333333333333,-4.116666666666666,2.3
I 511,,Gx,Cam,,8.68,73.48333333333333,1.7
2637,,Gx,Cnc,,8.685,19.7,
I2395,,OC,Vel,4.6,8.685,-48.2,8.0
2644,,Gx,Hya,13.0,8.691666666666666,4.983333333333333,
2643,,Gx,Cnc,,8.695,19.716666666666665,
I2390,,Gx,Cnc,16.0,8.696666666666667,19.7,
2660,,OC,Vel,8.8,8.703333333333333,-47.15,4.0
2638,,Gx,Lyn,13.0,8.706666666666667,37.21666666666667,
2647,,Gx,Cnc,15.0,8.71,19.666666666666668,
2659,,OC,Vel,8.6,8.71,-44.95,3.0
2648,,Gx,Cnc,13.0,8.711666666666666,14.283333333333333,3.6
2614,,Gx,UMa,14.0,8.713333333333333,72.98333333333333,2.8
2652,,-,Hya,,8.721666666666666,-3.6166666666666667,
2658,,OC,Pyx,9.0,8.723333333333333,-32.65,12.0
2639,,Gx,UMa,11.8,8.726666666666667,50.2,2.0
2651,,Gx,Cnc,15.0,8.733333333333333,11.783333333333333,
2649,,Gx,Lyn,13.0,8.735,34.71666666666667,1.9
I2392,,Gx,Cnc,,8.741666666666667,18.283333333333335,
2669,,OC,Vel,6.1,8.748333333333333,-52.96666666666667,12.0
2663,,Gx,Pyx,,8.751666666666667,-33.8,
2630,,Gx,UMa,16.0,8.756666666666666,73.03333333333333,
2657,,Gx,Cnc,14.0,8.756666666666666,9.666666666666666,
2670,,OC,Vel,7.8,8.758333333333333,-48.78333333333333,9.0
2662,,Gx,Hya,15.0,8.761666666666667,-15.133333333333333,
I 499,,Gx,Cam,14.0,8.766666666666667,85.71666666666667,1.9
2661,,Gx,Cnc,14.0,8.766666666666667,12.633333333333333,
2665,,Gx,Hya,13.0,8.766666666666667,-19.283333333333335,
2671,,OC,Vel,12.0,8.77,-41.88333333333333,4.0
I2403,,,Hya,,8.77,-15.35,
I2396,,D*,Cnc,,8.778333333333334,17.65,
I2397,,?,Cnc,,8.778333333333334,17.666666666666668,
I2398,,Gx,Cnc,,8.778333333333334,17.75,
I 521,,,Hya,,8.78,2.55,
I2393,,Gx,Cnc,15.0,8.78,28.183333333333334,1.4
2631,,Gx,UMa,14.0,8.785,73.0,0.8
I2394,,Gx,Cnc,15.0,8.785,28.266666666666666,1.7
2629,,Gx,UMa,13.0,8.786666666666667,72.98333333333333,2.6
2664,,-,Cnc,,8.786666666666667,12.6,
2656,,Gx,UMa,13.3,8.796666666666667,53.86666666666667,1.5
I2399,,Gx,Cnc,,8.796666666666667,18.9,
I2389,,Gx,Cam,13.4,8.8,73.53333333333333,1.7
I2400,,Gx,Lyn,15.0,8.8,38.1,0.6
2633,,Gx,Cam,11.9,8.801666666666666,74.1,2.6
2641,,Gx,UMa,15.0,8.801666666666666,72.9,
I2401,,Gx,Lyn,15.0,8.801666666666666,37.75,1.3
I2402,,Gx,Cnc,15.0,8.801666666666666,31.816666666666666,0.4
I2404,,Gx,Cnc,15.0,8.801666666666666,29.5,
I2406,,Gx,Cnc,,8.801666666666666,17.7,
I2407,,Gx,Cnc,,8.801666666666666,17.616666666666667,
2674,,-,Hya,,8.803333333333333,-14.283333333333333,
2667,,Gx,Cnc,15.0,8.805,19.016666666666666,
I2408,,*,Cnc,,8.805,19.033333333333335,
2634,,Gx,Cam,13.0,8.806666666666667,73.96666666666667,2.2
2636,,Gx,Cam,14.0,8.806666666666667,73.66666666666667,0.5
